playerID,firstName,lastName,pos,birthYear,birthMon,birthDay,birthCountry,birthState,birthCity
eloraka01,Kari,Eloranta,D,1956.0,2.0,29.0,Finland,,Lahti
elorami01,Mikko,Eloranta,L,1972.0,8.0,24.0,Finland,,Turku
elsontu01,Turner,Elson,L,1992.0,9.0,13.0,Canada,BC,New Westminster
elynupa01,Pat,Elynuik,R,1967.0,10.0,30.0,Canada,SK,Foam Lake
emelial01,Alexei,Emelin,D,1986.0,4.0,25.0,USSR,,Togliatti
emersne01,Nelson,Emerson,R,1967.0,8.0,17.0,Canada,ON,Hamilton
emeryra01,Ray,Emery,G,1982.0,9.0,28.0,Canada,ON,Hamilton
emingst01,Steve,Eminger,D,1983.0,10.0,31.0,Canada,ON,Toronto
emmada01,David,Emma,R,1969.0,1.0,14.0,USA,RI,Cranston
emmerco01,Cory,Emmerton,C,1988.0,6.0,1.0,Canada,ON,St. Thomas
emmonga01,Gary,Emmons,C,1963.0,12.0,30.0,Canada,MB,Winnipeg
emmonjo01,John,Emmons,C,1974.0,8.0,17.0,USA,CA,San Jose
endeacr01,Craig,Endean,L,1968.0,4.0,13.0,Canada,BC,Kamloops
endicsh01,Shane,Endicott,C,1981.0,12.0,21.0,Canada,SK,Saskatoon
engblbr01,Brian,Engblom,D,1955.0,1.0,27.0,Canada,MB,Winnipeg
engelde01,Deryk,Engelland,D,1982.0,4.0,5.0,Canada,AB,Edmonton
englijo01,John,English,D,1966.0,5.0,13.0,Canada,ON,Toronto
engluan01,Andreas,Englund,D,1996.0,1.0,21.0,Sweden,,Stockholm
engqvan01,Andreas,Engqvist,C,1987.0,12.0,23.0,Sweden,,Stockholm
ennisji01,Jim,Ennis,D,1967.0,7.0,10.0,Canada,AB,Sherwood Park
ennisty01,Tyler,Ennis,C,1989.0,10.0,6.0,Canada,AB,Edmonton
enrotjh01,Jhonas,Enroth,G,1988.0,6.0,25.0,Sweden,,Stockholm
enstrto01,Tobias,Enstrom,D,1984.0,11.0,5.0,Sweden,,Nordingra
eratma01,Martin,Erat,L,1981.0,8.0,29.0,Czech Republic,,Trebic
erickbr01,Bryan,Erickson,R,1960.0,3.0,7.0,USA,MN,Roseau
erickch01,Chad,Erickson,G,1970.0,8.0,21.0,USA,MN,Minneapolis
ericsjo01,Jonathan,Ericsson,D,1984.0,3.0,2.0,Sweden,,Karlskrona
eriksan01,Anders,Eriksson,D,1975.0,1.0,9.0,Sweden,,Bollnas
eriksjo01,Joacim,Eriksson,G,1990.0,4.0,9.0,Sweden,,Gavle
eriksjo02,Joel,Eriksson Ek,C,1997.0,1.0,29.0,Sweden,,Karlstad
erikslo01,Loui,Eriksson,L,1985.0,7.0,17.0,Sweden,,Goteborg
erikspe01,Peter,Eriksson,L,1965.0,7.0,12.0,Sweden,,Kramfors
eriksth01,Thomas,Eriksson,D,1959.0,10.0,16.0,Sweden,,Stockholm
erixoja01,Jan,Erixon,R,1962.0,7.0,8.0,Sweden,,Skelleftea
erixoti01,Tim,Erixon,D,1991.0,2.0,24.0,USA,NY,Port Chester
ernead01,Adam,Erne,L,1995.0,4.0,20.0,USA,CT,New Haven
erreybo01,Bob,Errey,L,1964.0,9.0,21.0,Canada,QC,Montreal
ersbeer01,Erik,Ersberg,G,1982.0,3.0,8.0,Sweden,,Sala
erskijo01,John,Erskine,D,1980.0,6.0,26.0,Canada,ON,Kingston
esaule01,Len,Esau,D,1968.0,6.0,3.0,Canada,SK,Meadow Lake
eschero01,Robert,Esche,G,1978.0,1.0,22.0,USA,NY,Utica
esposph01,Phil,Esposito,C,1942.0,2.0,20.0,Canada,ON,Sault Ste. Marie
esposto01,Tony,Esposito,G,1943.0,4.0,23.0,Canada,ON,Sault Ste. Marie
essenbo01,Bob,Essensa,G,1965.0,1.0,14.0,Canada,ON,Toronto
etemem01,Emerson,Etem,R,1992.0,6.0,16.0,USA,CA,Long Beach
evansbr01,Brennan,Evans,D,1982.0,1.0,16.0,Canada,AB,Camrose
evansda01,Daryl,Evans,L,1961.0,1.0,12.0,Canada,ON,Toronto
evansdo01,Doug,Evans,L,1963.0,6.0,2.0,Canada,ON,Peterborough
evansjo01,John Paul,Evans,C,1954.0,5.0,2.0,Canada,ON,Toronto
evanske01,Kevin,Evans,L,1965.0,7.0,10.0,Canada,ON,Peterborough
evanssh01,Shawn,Evans,D,1965.0,9.0,7.0,Canada,ON,Kingston
evasode01,Dean,Evason,C,1964.0,8.0,22.0,Canada,MB,Flin Flon
everbde01,Dennis,Everberg,R,1991.0,12.0,31.0,Sweden,,Vasteras
ewento01,Todd,Ewen,R,1966.0,3.0,22.0,Canada,SK,Saskatoon
exelbga01,Garnet,Exelby,D,1981.0,8.0,16.0,Canada,SK,Craik
exelbra01,Randy,Exelby,G,1965.0,8.0,13.0,Canada,ON,Toronto
fabbrro01,Robby,Fabbri,C,1996.0,1.0,22.0,Canada,ON,Mississauga
faheybr01,Brian,Fahey,D,1981.0,3.0,2.0,USA,IL,Des Plaines
faheyji01,Jim,Fahey,D,1979.0,5.0,11.0,USA,MA,Boston
faircca01,Cade,Fairchild,D,1989.0,1.0,15.0,USA,MN,Duluth
faircke01,Kelly,Fairchild,C,1973.0,4.0,9.0,USA,MN,Hibbing
faksara01,Radek,Faksa,C,1994.0,1.0,9.0,Czech Republic,,Vitkov
falkju01,Justin,Falk,D,1988.0,10.0,11.0,Canada,MB,Snow Flake
fallopa01,Pat,Falloon,R,1972.0,9.0,22.0,Canada,MB,Foxwarren
fankhsc01,Scott,Fankhouser,G,1975.0,7.0,1.0,USA,ND,Bismarck
fanteos01,Oscar,Fantenberg,D,1991.0,10.0,7.0,Sweden,,Ljunby
farkaje01,Jeff,Farkas,C,1978.0,1.0,24.0,USA,NY,Williamsville
farnhbo01,Bobby,Farnham,L,1989.0,1.0,21.0,USA,MA,North Andover
farremi01,Mike,Farrell,R,1978.0,10.0,20.0,USA,MN,Edina
farrida01,Dave,Farrish,D,1956.0,8.0,1.0,Canada,ON,Wingham
faschhu01,Hudson,Fasching,R,1995.0,7.0,28.0,USA,MN,Burnsville
fastbr01,Brad,Fast,D,1980.0,2.0,21.0,Canada,BC,Fort St. John
fasthvi01,Viktor,Fasth,G,1982.0,8.0,8.0,Sweden,,Kalix
fastje01,Jesper,Fast,L,1991.0,12.0,2.0,Sweden,,Nassjo
fatadr01,Drew,Fata,D,1983.0,7.0,28.0,Canada,ON,Sault Ste. Marie
fatari01,Rico,Fata,R,1980.0,2.0,12.0,Canada,ON,Sault Ste. Marie
faubema01,Mario,Faubert,D,1954.0,12.0,2.0,Canada,QC,Valleyfield
faulkju01,Justin,Faulk,D,1992.0,3.0,20.0,USA,MN,St. Paul
fausste01,Ted,Fauss,D,1961.0,6.0,30.0,USA,NY,Clinton
faustan01,Andre,Faust,L,1969.0,10.0,7.0,Canada,QC,Joliette
faynema01,Mark,Fayne,D,1987.0,5.0,15.0,USA,NH,Nashua
feamsda01,Dave,Feamster,D,1958.0,9.0,10.0,USA,MI,Detroit
feathgl01,Glen,Featherstone,D,1968.0,7.0,8.0,Canada,ON,Toronto
federbe01,Bernie,Federko,C,1956.0,5.0,12.0,Canada,SK,Foam Lake
fedorfe01,Fedor,Fedorov,C,1981.0,6.0,11.0,Russia,,Appatity
fedorse01,Sergei,Fedorov,C,1969.0,12.0,13.0,Russia,,Pskov
fedorto01,Todd,Fedoruk,L,1979.0,2.0,13.0,Canada,AB,Redwater
fedotan01,Anatoli,Fedotov,D,1966.0,5.0,11.0,USSR,,Saratov
fedotru01,Ruslan,Fedotenko,L,1979.0,1.0,18.0,Ukraine,,Kiev
fedunta01,Taylor,Fedun,D,1988.0,6.0,4.0,Canada,AB,Edmonton
fedykbr01,Brent,Fedyk,R,1967.0,3.0,8.0,Canada,SK,Yorkton
fehrer01,Eric,Fehr,R,1985.0,9.0,7.0,Canada,MB,Winkler
felixch01,Chris,Felix,D,1964.0,5.0,27.0,Canada,ON,Bramalea
felsnbr01,Brian,Felsner,L,1972.0,11.0,11.0,USA,MI,Mt. Clemens
felsnde01,Denny,Felsner,R,1970.0,4.0,29.0,USA,MI,Warren
feltrto01,Tony,Feltrin,D,1961.0,12.0,6.0,Canada,BC,Ladysmith
fentopa01,Paul,Fenton,L,1959.0,12.0,22.0,USA,MA,Springfield
fenyvda01,David,Fenyves,D,1960.0,4.0,29.0,Canada,ON,Dunnville
ferenan01,Andrew,Ference,D,1979.0,3.0,17.0,Canada,AB,Edmonton
ferenbr01,Brad,Ference,D,1979.0,4.0,2.0,Canada,AB,Calgary
fergucr01,Craig,Ferguson,C,1970.0,4.0,8.0,USA,CA,Castro Valley
fergudy01,Dylan,Ferguson,G,1998.0,9.0,20.0,Canada,BC,Lantzville
ferguge01,George,Ferguson,R,1952.0,8.0,22.0,Canada,ON,Trenton
fergusc01,Scott,Ferguson,D,1973.0,1.0,6.0,Canada,AB,Camrose
ferguto01,Tom,Fergus,C,1962.0,6.0,16.0,USA,IL,Chicago
ferlajo01,Jonathan,Ferland,R,1983.0,2.0,9.0,Canada,QC,Ste-Marie-de-Beauce
ferlami01,Micheal,Ferland,L,1992.0,4.0,20.0,Canada,MB,Swan River
ferlibr01,Brian,Ferlin,R,1992.0,6.0,3.0,USA,FL,Jacksonville
fernama01,Manny,Fernandez,G,1974.0,8.0,27.0,Canada,ON,Etobicoke
fernema01,Mark,Ferner,D,1965.0,9.0,5.0,Canada,SK,Regina
ferrach01,Chris,Ferraro,C,1973.0,1.0,24.0,USA,NY,Port Jefferson
ferrala01,Landon,Ferraro,C,1991.0,8.0,8.0,Canada,BC,Trail
ferrape01,Peter,Ferraro,R,1973.0,1.0,24.0,USA,NY,Port Jefferson
ferrara01,Ray,Ferraro,C,1964.0,8.0,23.0,Canada,BC,Trail
ferribe01,Benn,Ferriero,C,1987.0,4.0,29.0,USA,MA,Boston
festebr01,Brett,Festerling,D,1986.0,3.0,3.0,Canada,BC,Quesnel
fetisvi01,Viacheslav,Fetisov,D,1958.0,4.0,20.0,Russia,,Moscow
fialake01,Kevin,Fiala,L,1996.0,7.0,22.0,Switzerland,,St. Gallen
fibigje01,Jesse,Fibiger,D,1978.0,4.0,4.0,Canada,BC,Victoria
fichaer01,Eric,Fichaud,G,1975.0,11.0,4.0,Canada,QC,Anjue
fiddlve01,Vern,Fiddler,C,1980.0,5.0,9.0,Canada,AB,Edmonton
fidlemi01,Mike,Fidler,L,1956.0,8.0,19.0,USA,MA,Everett
filatni01,Nikita,Filatov,L,1990.0,5.0,25.0,Russia,,Moscow
filewjo01,Jonathan,Filewich,R,1984.0,10.0,2.0,Canada,BC,Kelowna
filimdm01,Dmitri,Filimonov,D,1971.0,10.0,14.0,Russia,,Perm
filppva01,Valtteri,Filppula,C,1984.0,3.0,20.0,Finland,,Vantaa
fingeje01,Jeff,Finger,D,1979.0,12.0,18.0,USA,MI,Hancock
finlebr01,Brian,Finley,G,1981.0,7.0,13.0,Canada,ON,Sault Ste. Marie
finleje01,Jeff,Finley,D,1967.0,4.0,14.0,Canada,AB,Edmonton
finlejo01,Joe,Finley,D,1987.0,6.0,29.0,USA,MN,Edina
finnst01,Steven,Finn,D,1966.0,8.0,20.0,Canada,QC,Laval
fioregi01,Giovanni,Fiore,L,1996.0,8.0,13.0,Canada,QC,Laval
fiorepe01,Peter,Fiorentino,D,1968.0,12.0,22.0,Canada,ON,Niagara Falls
fischch01,Christian,Fischer,R,1997.0,4.0,15.0,USA,IL,Chicago
fischji01,Jiri,Fischer,D,1980.0,7.0,31.0,Czech Republic,,Horovice
fischpa01,Patrick,Fischer,C,1975.0,9.0,6.0,Switzerland,,Zug
fischro01,Ron,Fischer,D,1959.0,4.0,12.0,Canada,BC,Meritt
fisetst01,Stephane,Fiset,G,1970.0,6.0,17.0,Canada,QC,Montreal
fishecr01,Craig,Fisher,L,1970.0,6.0,30.0,Canada,ON,Oshawa
fishemi01,Mike,Fisher,C,1980.0,6.0,5.0,Canada,ON,Peterborough
fistrma01,Mark,Fistric,D,1986.0,6.0,1.0,Canada,AB,Edmonton
fitchbo01,Bob,Fitchner,C,1950.0,12.0,22.0,Canada,ON,Sudbury
fitzgru01,Rusty,Fitzgerald,C,1972.0,10.0,4.0,USA,MN,Minneapolis
fitzgto01,Tom,Fitzgerald,C,1968.0,8.0,28.0,USA,MA,Billerica
fitzgza01,Zack,Fitzgerald,D,1985.0,6.0,16.0,USA,MN,Two Harbors
fitzpma01,Mark,Fitzpatrick,G,1968.0,11.0,13.0,Canada,ON,Toronto
fitzpro01,Ross,Fitzpatrick,C,1960.0,10.0,7.0,Canada,BC,Penticton
fitzpro02,Rory,Fitzpatrick,D,1975.0,1.0,11.0,USA,NY,Rochester
flahewa01,Wade,Flaherty,G,1968.0,1.0,11.0,Canada,BC,Terrace
flatlpa01,Pat,Flatley,R,1963.0,10.0,3.0,Canada,ON,Toronto
fleisto01,Tomas,Fleischmann,L,1984.0,5.0,16.0,Czech Republic,,Koprivnice
flemige01,Gerry,Fleming,L,1967.0,10.0,16.0,Canada,QC,Montreal
fletcst01,Steven,Fletcher,L,1962.0,3.0,31.0,Canada,QC,Montreal
fleurha01,Haydn,Fleury,D,1996.0,7.0,8.0,Canada,SK,Carlyle
fleurma01,Marc-Andre,Fleury,G,1984.0,11.0,28.0,Canada,QC,Sorel
fleurth01,Theoren,Fleury,R,1968.0,6.0,29.0,Canada,SK,Oxbow
flichto01,Todd,Flichel,D,1964.0,9.0,14.0,Canada,ON,Osgoode
flinnry01,Ryan,Flinn,L,1980.0,4.0,20.0,Canada,NS,Halifax
flockro01,Rob,Flockhart,R,1956.0,2.0,6.0,Canada,BC,Sicamous
flockro02,Ron,Flockhart,F,1960.0,10.0,10.0,Canada,BC,Smithers
floodma01,Mark,Flood,D,1984.0,9.0,29.0,Canada,PE,Charlottetown
floreju01,Justin,Florek,L,1990.0,5.0,18.0,USA,MI,Marquette
floydla01,Larry,Floyd,R,1961.0,5.0,1.0,Canada,ON,Peterborough
flynnbr01,Brian,Flynn,R,1988.0,7.0,26.0,USA,MA,Lynnfield
fochtda01,Dan,Focht,D,1977.0,12.0,31.0,Canada,SK,Regina
foegewa01,Warren,Foegele,L,1996.0,4.0,1.0,Canada,ON,Markham
fogarbr01,Bryan,Fogarty,D,1969.0,6.0,11.0,Canada,QC,Montreal
fogarst01,Steven,Fogarty,C,1993.0,4.0,19.0,USA,PA,Chambersburg
fogolle02,Lee,Fogolin,D,1955.0,2.0,7.0,USA,IL,Chicago
foligma01,Marcus,Foligno,L,1991.0,8.0,10.0,USA,NY,Buffalo
foligmi01,Mike,Foligno,R,1959.0,1.0,29.0,Canada,ON,Sudbury
foligni01,Nick,Foligno,L,1987.0,10.0,31.0,USA,NY,Buffalo
folinch01,Christian,Folin,D,1991.0,2.0,9.0,Sweden,,Gothenburg
fontajo01,Jon,Fontas,C,1955.0,4.0,16.0,USA,MA,Arlington
fontaju01,Justin,Fontaine,R,1987.0,11.0,6.0,Canada,AB,Bonnyville
foosp01,Spencer,Foo,R,1994.0,5.0,19.0,Canada,AB,St. Albert
footead01,Adam,Foote,D,1971.0,7.0,10.0,Canada,ON,Toronto
forbeco01,Colin,Forbes,L,1976.0,2.0,16.0,Canada,BC,New Westminster
forbemi01,Mike,Forbes,D,1957.0,9.0,20.0,Canada,ON,Brampton
forbode01,Derek,Forbort,D,1992.0,3.0,4.0,USA,MN,Duluth
fordbr01,Brian,Ford,G,1961.0,9.0,22.0,Canada,AB,Edmonton
formeal01,Alex,Formenton,L,1999.0,9.0,13.0,Canada,ON,Barrie
forsban01,Anton,Forsberg,D,1992.0,11.0,27.0,Sweden,,Harnosand
forsbfi01,Filip,Forsberg,C,1994.0,8.0,13.0,Sweden,,Ostervala
forsbja01,Jakob,Forsbacka-Karlsson,C,1996.0,10.0,31.0,Sweden,,Stockholm
forsbpe01,Peter,Forsberg,C,1973.0,7.0,20.0,Sweden,,Ornskoldsvik
forslgu02,Gustav,Forsling,D,1996.0,6.0,12.0,Sweden,,Linkoping
forslto01,Tomas,Forslund,R,1968.0,11.0,24.0,Sweden,,Falun
fortije01,Jean-Francois,Fortin,D,1979.0,3.0,15.0,Canada,QC,Laval
fortima01,Marc,Fortier,C,1966.0,2.0,26.0,Canada,QC,Windsor
fortuma01,Maxime,Fortunus,D,1983.0,7.0,28.0,Canada,QC,La Prairie
fosteal01,Alex,Foster,C,1984.0,8.0,26.0,USA,MI,Canton
fostebr01,Brian,Foster,G,1987.0,2.0,4.0,USA,NH,Pembroke
fosteco01,Corey,Foster,D,1969.0,10.0,27.0,Canada,ON,Ottawa
fostedw01,Dwight,Foster,F,1957.0,4.0,2.0,Canada,ON,Toronto
fosteku01,Kurtis,Foster,D,1981.0,11.0,24.0,Canada,ON,Carp
fosteno01,Norm,Foster,G,1965.0,2.0,10.0,Canada,BC,Vancouver
fostesc01,Scott,Foster,G,1982.0,1.0,17.0,Canada,ON,Sarnia
fotiuni01,Nick,Fotiu,L,1952.0,5.0,25.0,USA,NY,Staten Island
foucakr01,Kris,Foucault,L,1990.0,12.0,12.0,Canada,AB,Calgary
fountmi01,Mike,Fountain,G,1972.0,1.0,26.0,Canada,ON,North York
fowleca01,Cam,Fowler,D,1991.0,12.0,5.0,Canada,ON,Windsor
foxgr01,Greg,Fox,D,1953.0,8.0,12.0,Canada,BC,Vancouver
foxji01,Jim,Fox,R,1960.0,5.0,18.0,Canada,ON,Coniston
foyma01,Matt,Foy,R,1983.0,5.0,18.0,Canada,ON,Oakville
francbo01,Bobby,Francis,C,1958.0,12.0,5.0,Canada,SK,North Battleford
franclo01,Lou,Franceschetti,R,1958.0,3.0,28.0,Canada,ON,Toronto
francro01,Ron,Francis,C,1963.0,3.0,1.0,Canada,ON,Sault Ste. Marie
fransco01,Cody,Franson,D,1987.0,8.0,8.0,Canada,BC,Salmon Arm
franzjo01,Johan,Franzen,C,1979.0,12.0,23.0,Sweden,,Vetlanda
fraseco01,Colin,Fraser,C,1985.0,1.0,28.0,Canada,BC,Surrey
frasecu01,Curt,Fraser,L,1958.0,1.0,12.0,USA,OH,Cincinnati
fraseia01,Iain,Fraser,C,1969.0,8.0,10.0,Canada,ON,Scarborough
fraseja02,Jamie,Fraser,D,1985.0,11.0,17.0,Canada,ON,Sarnia
frasema01,Mark,Fraser,D,1986.0,9.0,29.0,Canada,ON,Ottawa
frasema02,Matt,Fraser,L,1990.0,5.0,20.0,Canada,AB,Red Deer
frasesc01,Scott,Fraser,R,1972.0,5.0,3.0,Canada,NB,Moncton
frattma01,Matt,Frattin,R,1988.0,3.0,3.0,Canada,AB,Edmonton
frawlda01,Dan,Frawley,R,1962.0,6.0,2.0,Canada,ON,Sturgeon Falls
frazeje01,Jeff,Frazee,G,1987.0,5.0,13.0,USA,MN,Edina
freadky01,Kyle,Freadrich,L,1978.0,12.0,28.0,Canada,AB,Edmonton
fredhkr01,Kris,Fredheim,D,1987.0,2.0,23.0,Canada,BC,Campbell River
freerma01,Mark,Freer,C,1968.0,7.0,14.0,Canada,ON,Toronto
fribema01,Max,Friberg,L,1992.0,11.0,20.0,Sweden,,Skovde
fridati01,Tim,Friday,D,1961.0,3.0,5.0,USA,CA,Burbank
fridgda01,Dan,Fridgen,F,1959.0,5.0,18.0,Canada,ON,Arnprior
frieddo01,Doug,Friedman,L,1971.0,9.0,1.0,USA,CT,Greenwich
friesal01,Alex,Friesen,C,1991.0,1.0,30.0,Canada,ON,St. Catherines
friesje01,Jeff,Friesen,L,1976.0,8.0,5.0,Canada,SK,Meadow Lake
frieska01,Karl,Friesen,G,1958.0,6.0,30.0,Canada,MB,Winnipeg
friesro01,Ron,Friest,L,1958.0,11.0,4.0,Canada,ON,Windsor
frisctr01,Trevor,Frischmon,C,1981.0,8.0,5.0,USA,MN,Ham Lake
fritsda01,Dan,Fritsche,C,1985.0,7.0,13.0,USA,OH,Parma
fritsja01,Jamie,Fritsch,D,1985.0,2.0,25.0,USA,MD,Odenton
fritzmi01,Mitch,Fritz,L,1980.0,11.0,24.0,Canada,BC,Osoyoos
fritzta01,Tanner,Fritz,C,1991.0,8.0,20.0,Canada,AB,Grande Prairie
frkma01,Martin,Frk,R,1993.0,10.0,5.0,Czech Republic,,Pelhrimov
froesbo01,Bob,Froese,G,1958.0,6.0,30.0,Canada,ON,St. Catharines
froesby01,Byron,Froese,C,1991.0,3.0,12.0,Canada,MB,Winkler
frogrjo01,Jonas,Frogren,D,1980.0,8.0,28.0,Sweden,,Falun
frolimi01,Michael,Frolik,C,1988.0,2.0,17.0,Czech Republic,,Kladno
froloal01,Alexander,Frolov,L,1982.0,6.0,19.0,Russia,,Moscow
frycemi01,Miroslav,Frycer,R,1959.0,9.0,27.0,Czech Republic,,Opava
ftorero01,Robbie,Ftorek,C,1952.0,1.0,2.0,USA,MA,Needham
fuhrgr01,Grant,Fuhr,G,1962.0,9.0,28.0,Canada,AB,Spruce Grove
fukufyu01,Yutaka,Fukufuji,G,1982.0,9.0,17.0,Japan,,Tokyo
funkmi01,Michael,Funk,D,1986.0,8.0,15.0,Canada,BC,Abbotsford
fuscoma01,Mark,Fusco,D,1961.0,3.0,12.0,USA,MA,Burlington
fusseow01,Owen,Fussey,L,1983.0,4.0,2.0,Canada,MB,Winnipeg
gaborma01,Marian,Gaborik,R,1982.0,2.0,14.0,Slovakia,,Trencin
gabriku01,Kurtis,Gabriel,R,1993.0,4.0,20.0,Canada,ON,Newmarket
gaetzli01,Link,Gaetz,D,1968.0,10.0,2.0,Canada,BC,Vancouver
gagejo01,Jody,Gage,R,1959.0,11.0,29.0,Canada,ON,Toronto
gagejo02,Joaquin,Gage,G,1973.0,10.0,19.0,Canada,BC,Vancouver
gagneda01,Dave,Gagner,C,1964.0,12.0,11.0,Canada,ON,Chatham
gagnepa01,Paul,Gagne,L,1962.0,2.0,6.0,Canada,ON,Iroquois Falls
gagnesa01,Sam,Gagner,C,1989.0,8.0,10.0,Canada,ON,London
gagnesi01,Simon,Gagne,L,1980.0,2.0,29.0,Canada,QC,Ste. Foy
gagnoaa01,Aaron,Gagnon,C,1986.0,4.0,24.0,Canada,BC,Quesnel
gagnoda01,David,Gagnon,G,1967.0,10.0,31.0,Canada,ON,Windsor
gagnose01,Sean,Gagnon,D,1973.0,9.0,11.0,Canada,ON,Sault Ste. Marie
gainebo01,Bob,Gainey,L,1953.0,12.0,13.0,Canada,ON,Peterborough
gainest01,Steve,Gainey,L,1979.0,1.0,26.0,Canada,QC,Montreal
galanma01,Maxim,Galanov,D,1974.0,3.0,13.0,Russia,,Krasnoyarsk
galarmi01,Michel,Galarneau,C,1961.0,3.0,1.0,Canada,QC,Montreal
galchal01,Alex,Galchenyuk,C,1994.0,2.0,12.0,USA,WI,Milwaukee
galiatj01,T.J.,Galiardi,L,1988.0,4.0,22.0,Canada,AB,Calgary
galiest01,Stanislav,Galiev,R,1992.0,1.0,17.0,Russia,,Moscow
gallabr01,Brendan,Gallagher,R,1992.0,5.0,6.0,Canada,AB,Edmonton
gallabr02,Brett,Gallant,L,1988.0,12.0,28.0,Canada,PE,Summerside
gallage01,Gerard,Gallant,L,1963.0,9.0,2.0,Canada,PE,Summerside
gallega01,Garry,Galley,D,1963.0,4.0,16.0,Canada,QC,Montreal
gamacsi01,Simon,Gamache,C,1981.0,1.0,3.0,Canada,QC,Thetford Mines
gambltr01,Troy,Gamble,G,1967.0,4.0,7.0,Canada,NS,New Glasgow
gambrdy01,Dylan,Gambrell,C,1996.0,8.0,26.0,USA,WA,Bonney Lake
ganchpe01,Perry,Ganchar,R,1963.0,10.0,28.0,Canada,SK,Saskatoon
gansda01,Dave,Gans,C,1964.0,6.0,6.0,Canada,ON,Brantford
garbury01,Ryan,Garbutt,C,1985.0,8.0,12.0,Canada,MB,Winnipeg
gardibr01,Bruce,Gardiner,R,1972.0,2.0,11.0,Canada,ON,Barrie
gardija01,Jake,Gardiner,D,1990.0,7.0,4.0,USA,MN,Minnetonka
gardnbi01,Bill,Gardner,C,1960.0,3.0,18.0,Canada,ON,Toronto
gardnpa01,Paul,Gardner,C,1956.0,3.0,5.0,Canada,ON,Fort Erie
gareda01,Danny,Gare,R,1954.0,5.0,14.0,Canada,BC,Nelson
garnemi01,Michael,Garnett,G,1982.0,11.0,25.0,Canada,SK,Saskatoon
garnero01,Rob,Garner,C,1958.0,8.0,17.0,Canada,ON,Weston
garnety01,Tyrone,Garner,G,1978.0,7.0,27.0,Canada,ON,Stoney Creek
garonma01,Mathieu,Garon,G,1978.0,1.0,9.0,Canada,QC,Chandler
garpejo01,Johan,Garpenlov,L,1968.0,3.0,21.0,Sweden,,Stockholm
garrejo01,John,Garrett,G,1951.0,6.0,17.0,Canada,ON,Trenton
garrija01,Jason,Garrison,D,1984.0,11.0,13.0,Canada,BC,White Rock
gartnmi01,Mike,Gartner,R,1959.0,10.0,29.0,Canada,ON,Ottawa
gatzost01,Steve,Gatzos,R,1961.0,6.0,22.0,Canada,ON,Toronto
gaudead01,Adam,Gaudette,C,1996.0,10.0,3.0,USA,MA,Braintree
gaudety01,Tyler,Gaudet,C,1993.0,4.0,4.0,Canada,ON,Hamilton
gaudrfr01,Frederick,Gaudreau,C,1993.0,5.0,1.0,Canada,QC,Bromont
gaudrjo01,John,Gaudreau,L,1993.0,8.0,13.0,USA,NJ,Salem
gaudrro01,Rob,Gaudreau,R,1970.0,1.0,20.0,USA,RI,Cranston
gaulije01,Jean-Marc,Gaulin,R,1962.0,3.0,3.0,Germany,,Balve
gaulmi01,Mike,Gaul,D,1973.0,4.0,22.0,Canada,QC,Lachine
gaumeda01,Dallas,Gaume,C,1963.0,8.0,27.0,Canada,AB,Innisfail
gauncbr01,Brendan,Gaunce,C,1994.0,3.0,25.0,Canada,ON,Sudbury
gauncca01,Cameron,Gaunce,D,1990.0,3.0,19.0,Canada,ON,Sudbury
gaustpa01,Paul,Gaustad,C,1982.0,2.0,3.0,USA,ND,Fargo
gauthda01,Daniel,Gauthier,C,1970.0,5.0,17.0,Canada,QC,Charlemagne
gauthde01,Denis,Gauthier,D,1976.0,10.0,1.0,Canada,QC,Montreal
gauthfr01,Frederik,Gauthier,C,1995.0,4.0,26.0,Canada,QC,St. Lin
gauthga01,Gabe,Gauthier,C,1984.0,1.0,20.0,USA,CA,Torrance
gauthlu01,Luc,Gauthier,D,1964.0,4.0,19.0,Canada,QC,Longueuil
gauthse01,Sean,Gauthier,G,1971.0,3.0,28.0,Canada,ON,Sudbury
gauvrjo01,Jocelyn,Gauvreau,D,1964.0,3.0,4.0,Canada,QC,Masham
gaveyaa01,Aaron,Gavey,C,1974.0,2.0,22.0,Canada,ON,Sudbury
gavinst01,Stew,Gavin,R,1960.0,3.0,15.0,Canada,ON,Ottawa
gazdilu01,Luke,Gazdic,L,1989.0,7.0,25.0,Canada,ON,Toronto
gealebo01,Bob,Geale,C,1962.0,4.0,17.0,Canada,AB,Edmonton
geliner01,Eric,Gelinas,D,1991.0,5.0,8.0,Canada,ON,Vanier
gelinma01,Martin,Gelinas,L,1970.0,6.0,5.0,Canada,QC,Shawinigan
gendrma01,Martin,Gendron,R,1974.0,2.0,15.0,Canada,QC,Valleyfield
genowch01,Chay,Genoway,D,1986.0,12.0,20.0,Canada,MB,Swan River
geoffbl01,Blake,Geoffrion,L,1988.0,2.0,3.0,USA,FL,Plantation
geoffda01,Danny,Geoffrion,R,1958.0,1.0,24.0,Canada,QC,Montreal
georgal01,Alexandar,Georgiev,G,1996.0,2.0,10.0,Bulgaria,,Ruse
gerbema01,Martin,Gerber,G,1974.0,9.0,3.0,Switzerland,,Burgdorf
gerbena01,Nathan,Gerbe,C,1987.0,7.0,24.0,USA,MI,Oxford
germaer01,Eric,Germain,D,1966.0,6.0,26.0,Canada,QC,Quebec City
